Tama̱o,Pasada,Ejecucion,TiempoEjecucionMs,UsoMemoriaMB,UsoCPU,TiempoTotalEntregaMin
10,2,21,958,164.46062088012695,97.86012526096033,6406
10,2,22,785,55.534934997558594,93.55095541401273,6406
10,2,23,719,115.66173934936523,95.61891515994436,6406
10,2,24,655,176.87276458740234,97.80534351145039,6406
10,2,25,789,68.19578552246094,99.01774397972116,6406
10,2,26,838,127.78895950317383,98.82159904534606,6406
10,2,27,405,104.71855163574219,92.5925925925926,6406
10,2,28,574,81.17951583862305,95.27439024390245,6406
10,2,29,563,141.50970458984375,99.91119005328596,6406
10,2,30,455,34.27547836303711,99.58791208791209,6406
10,3,1,611,93.13887405395508,99.7340425531915,7943
10,3,2,569,151.08790969848633,90.6195079086116,7943
10,3,3,497,40.22639083862305,97.45975855130786,7943
10,3,4,553,97.82638549804688,98.89240506329115,7943
10,3,5,540,155.42318725585938,98.37962962962963,7943
10,3,6,497,44.61719512939453,100.60362173038229,7943
10,3,7,547,102.1235580444336,99.97714808043877,7943
10,3,8,542,160.0367317199707,95.13376383763837,7943
10,3,9,495,49.13612747192383,97.85353535353535,7943
10,3,10,554,106.89515686035156,98.71389891696751,7943
10,3,11,553,164.70500564575195,96.06690777576854,7943
10,3,12,508,53.47734832763672,98.4251968503937,7943
10,3,13,557,111.150146484375,95.3770197486535,7943
10,3,14,581,168.46728515625,99.50516351118762,7943
10,3,15,500,58.490821838378906,100.0,7943
10,3,16,555,116.58132553100586,101.35135135135135,7943
10,3,17,552,174.45223236083984,99.07155797101449,7943
10,3,18,527,63.568641662597656,97.8415559772296,7943
10,3,19,548,120.99226760864258,96.94343065693431,7943
10,3,20,543,178.66791534423828,100.71362799263352,7943
10,3,21,552,67.60303497314453,101.90217391304348,7943
10,3,22,558,124.7962532043457,98.00627240143369,7943
10,3,23,500,98.97119903564453,96.875,7943
10,3,24,554,72.81486511230469,98.71389891696751,7943
10,3,25,557,130.75081253051758,100.98743267504489,7943
10,3,26,390,105.0767822265625,100.16025641025641,7943
10,3,27,578,79.18619155883789,100.02162629757785,7943
10,3,28,569,137.07649993896484,101.603690685413,7943
10,3,29,383,28.576744079589844,101.99086161879896,7943
10,3,30,579,86.26055908203125,99.84887737478411,7943
30,1,1,2498,148.1116714477539,100.080064051241,21884
30,1,2,2686,47.240684509277344,97.14724497393894,21884
30,1,3,3326,114.42565155029297,93.01713770294648,21884
30,1,4,2478,99.44697189331055,97.73506860371268,21884
30,1,5,3064,82.85639190673828,99.95104438642298,21884
30,1,6,3217,150.70042419433594,98.11159465340378,21884
30,1,7,3019,50.87590408325195,95.23020867837032,21884
30,1,8,3049,118.72890090942383,94.80567399147262,21884
30,1,9,2576,102.5323715209961,99.47593167701864,21884
30,1,10,3117,87.17337799072266,98.25152390118704,21884
30,1,11,2448,155.36651229858398,96.3796977124183,21884
30,1,12,2659,55.16276550292969,97.54606995110944,21884
30,1,13,2794,123.28609085083008,97.8659627773801,21884
30,1,14,2256,107.70962905883789,98.34884751773049,21884
30,1,15,2892,91.4548110961914,98.87188796680498,21884
30,1,16,2284,159.21034622192383,98.51138353765324,21884
30,1,17,2788,59.127628326416016,95.27439024390245,21884
30,1,18,2697,127.55184555053711,100.22710418984056,21884
30,1,19,2194,111.53883361816406,95.43072014585232,21884
30,1,20,2837,95.54183578491211,99.13641170250264,21884
30,1,21,2386,163.80197143554688,94.95494551550713,21884
30,1,22,2712,63.03883743286133,97.9443215339233,21884
30,1,23,2590,131.8356704711914,98.93822393822393,21884
30,1,24,2382,32.52118682861328,99.70612930310662,21884
30,1,25,3004,99.94140243530273,96.2258655126498,21884
30,1,26,2296,167.87255477905273,98.67704703832753,21884
30,1,27,2822,66.95725631713867,97.44861800141743,21884
30,1,28,2678,135.853515625,98.60436893203884,21884
30,1,29,2531,36.12785339355469,97.54049782694587,21884
30,1,30,2852,103.88706588745117,99.16286816269285,21884
30,2,1,2367,142.85297393798828,99.6778622729193,22807
30,2,2,2253,152.6831398010254,92.2381269418553,22807
30,2,3,2121,162.85811233520508,98.71522866572371,22807
30,2,4,2278,89.76631927490234,98.08494293239683,22807
30,2,5,2912,99.03176498413086,98.7293956043956,22807
30,2,6,2866,108.77057647705078,99.22365666434054,22807
30,2,7,2947,118.21192169189453,94.9058364438412,22807
30,2,8,3301,44.057884216308594,98.45501363223266,22807
30,2,9,3255,54.34160614013672,97.92626728110599,22807
30,2,10,3106,64.90970611572266,99.10254346426271,22807
30,2,11,2950,74.91975784301758,96.39830508474576,22807
30,2,12,3008,84.80485153198242,98.17569813829788,22807
30,2,13,2780,94.91886901855469,98.35881294964028,22807
30,2,14,3045,104.68770217895508,99.0353037766831,22807
30,2,15,2542,114.90921783447266,96.50373721479151,22807
30,2,16,2492,124.91181945800781,97.81300160513644,22807
30,2,17,2327,134.72078704833984,98.70541469703481,22807
30,2,18,2345,144.6473503112793,97.94776119402985,22807
30,2,19,2169,154.73526763916016,97.97141539880128,22807
30,2,20,2157,165.5526237487793,97.06768660176171,22807
30,2,21,2553,93.75910568237305,96.08793576184881,22807
30,2,22,2872,103.48888778686523,99.01636490250696,22807
30,2,23,2820,113.00345611572266,99.17996453900709,22807
30,2,24,3007,40.023868560791016,99.76720984369804,22807
30,2,25,3246,50.78790283203125,98.19778188539742,22807
30,2,26,3132,61.91060256958008,98.77873563218391,22807
30,2,27,3010,72.88325500488281,94.99584717607974,22807
30,2,28,3019,82.68090438842773,99.88820801589931,22807
30,2,29,2763,92.82020950317383,97.83297140788999,22807
30,2,30,2736,102.85641860961914,97.08516081871345,22807
30,3,1,2811,90.88152313232422,97.2741017431519,22282
30,3,2,3317,140.7877311706543,97.50904431715406,22282
30,3,3,3372,105.43563842773438,96.84534400948992,22282
30,3,4,2632,73.50753021240234,96.76576747720364,22282
30,3,5,2534,123.2404899597168,98.65824782951856,22282
30,3,6,3157,88.5930290222168,99.48131137155526,22282
30,3,7,3608,138.44197845458984,98.30584811529933,22282
30,3,8,3480,103.6951675415039,97.43175287356321,22282
30,3,9,2457,71.64512634277344,99.20634920634922,22282
30,3,10,2354,121.13302612304688,98.90080713678844,22282
30,3,11,2884,86.54437255859375,98.60436893203884,22282
30,3,12,3238,137.0561981201172,97.95784434836318,22282
30,3,13,2961,101.53202056884766,97.09557581898008,22282
30,3,14,2247,69.00201416015625,99.43813974187806,22282
30,3,15,2412,119.35474014282227,98.46600331674958,22282
30,3,16,2948,85.07124328613281,99.11380597014924,22282
30,3,17,3362,137.04373168945312,96.6686496133254,22282
30,3,18,3007,101.73724746704102,97.68872630528766,22282
30,3,19,2320,70.3890266418457,96.98275862068965,22282
30,3,20,2366,119.38089370727539,98.39919695688927,22282
30,3,21,2902,86.27503967285156,99.0696071674707,22282
30,3,22,3267,136.02013397216797,96.61003979185797,22282
30,3,23,2959,101.69975280761719,98.21730314295371,22282
30,3,24,2393,70.2143325805664,94.67718345173422,22282
30,3,25,2802,119.3128547668457,99.25945753033547,22282
30,3,26,3553,84.71892547607422,96.3094567970729,22282
30,3,27,3615,135.0660629272461,97.25103734439834,22282
30,3,28,3248,99.98285293579102,98.61838054187191,22282
30,3,29,2272,67.90239334106445,99.7194102112676,22282
30,3,30,2452,116.83041381835938,95.58523654159869,22282
50,1,1,6194,151.74708557128906,97.37245721666129,36470
50,1,2,6400,87.4341926574707,98.14453125,36470
50,1,3,6209,111.09258270263672,96.38226767595425,36470
50,1,4,6431,131.84959030151367,97.1855076970922,36470
50,1,5,6495,67.73709487915039,96.2278675904542,36470
50,1,6,6029,87.71685028076172,98.4823353790015,36470
50,1,7,6433,108.14295959472656,98.3697341831183,36470
50,1,8,5812,127.93522262573242,98.12672057811425,36470
50,1,9,6039,147.87194442749023,96.76684881602914,36470
50,1,10,6488,83.3023681640625,99.46246917385943,36470
50,1,11,6138,104.16473388671875,96.22434017595309,36470
50,1,12,6234,124.14163208007812,99.25409047160731,36470
50,1,13,6205,60.40421676635742,96.94802578565674,36470
50,1,14,6030,80.19482803344727,97.94776119402985,36470
50,1,15,6639,100.21051025390625,97.20025606266005,36470
50,1,16,6021,120.16856384277344,98.87269556552067,36470
50,1,17,6233,140.17335510253906,98.26728702069629,36470
50,1,18,6382,75.88200759887695,98.42134127232842,36470
50,1,19,6234,96.19644165039062,96.24639076034649,36470
50,1,20,6533,116.20130157470703,98.77736108985152,36470
50,1,21,6098,52.84846115112305,95.06190554280091,36470
50,1,22,6254,156.28621673583984,98.18716021746083,36470
50,1,23,6515,91.49050521850586,98.5706062931696,36470
50,1,24,6118,112.23661804199219,97.5604772801569,36470
50,1,25,6431,132.2311019897461,97.42847146633494,36470
50,1,26,6338,68.18185806274414,97.87196276427895,36470
50,1,27,6145,88.26406478881836,97.89462978030919,36470
50,1,28,6480,108.25159454345703,96.20949074074075,36470
50,1,29,6036,128.2563934326172,97.07380715705766,36470
50,1,30,6234,148.2921371459961,96.9983156881617,36470
50,2,1,6240,42.9150505065918,98.65785256410257,39350
50,2,2,6594,60.28510284423828,96.9157567485593,39350
50,2,3,6397,76.2811508178711,99.65608879162107,39350
50,2,4,6241,92.33033752441406,98.14132350584842,39350
50,2,5,6084,108.33489227294922,98.36250821827744,39350
50,2,6,5978,124.29858016967773,98.53839076614253,39350
50,2,7,5949,140.28690338134766,100.06933938477054,39350
50,2,8,5876,156.28649139404297,97.58977195371,39350
50,2,9,5748,89.18731689453125,96.22912317327767,39350
50,2,10,6303,104.14405059814453,98.91123274631128,39350
50,2,11,6456,36.85691833496094,98.0192843866171,39350
50,2,12,6644,54.375221252441406,96.42158338350391,39350
50,2,13,6457,70.31697082519531,99.45601672603375,39350
50,2,14,6560,86.32038879394531,97.41806402439023,39350
50,2,15,6138,102.35540771484375,98.51539589442815,39350
50,2,16,6212,118.33438110351562,97.84489697359948,39350
50,2,17,5867,134.30794143676758,97.2068348389296,39350
50,2,18,5861,150.33758926391602,98.37271796621737,39350
50,2,19,5784,166.3562469482422,97.52117911479945,39350
50,2,20,6366,99.7768669128418,98.17781966698084,39350
50,2,21,6348,115.91352081298828,97.71778512917454,39350
50,2,22,6614,47.504486083984375,97.56765951013003,39350
50,2,23,6514,64.37058639526367,97.86613447958243,39350
50,2,24,6461,80.3721809387207,97.21792292214828,39350
50,2,25,6224,96.39431762695312,98.40938303341902,39350
50,2,26,6204,112.43054962158203,98.97848162475822,39350
50,2,27,6014,128.41753005981445,97.68872630528766,39350
50,2,28,5973,144.4044075012207,97.05131424744684,39350
50,2,29,5861,160.4086456298828,97.3063470397543,39350
50,2,30,5928,94.08224487304688,99.36951754385966,39350
50,3,1,6431,102.43590545654297,97.1855076970922,35852
50,3,2,6316,101.86327362060547,98.4602596580114,35852
50,3,3,6554,102.04386901855469,97.74565151052792,35852
50,3,4,6357,102.13404083251953,96.84206386660375,35852
50,3,5,6211,104.28725814819336,98.86692964095958,35852
50,3,6,6224,106.1499252319336,97.15416131105398,35852
50,3,7,6189,107.13542938232422,97.9560510583293,35852
50,3,8,6163,108.26951599121094,98.1157715398345,35852
50,3,9,6460,108.29781723022461,97.71671826625386,35852
50,3,10,6188,110.26056671142578,97.46687136393018,35852
50,3,11,6261,110.08331680297852,98.07738380450407,35852
50,3,12,6176,109.9510498046875,96.89726360103627,35852
50,3,13,6238,109.97061157226562,99.44092657903174,35852
50,3,14,6254,110.00466537475586,99.68620083146786,35852
50,3,15,6289,110.04907608032227,98.63452059150897,35852
50,3,16,6204,110.08219528198242,96.45994519664733,35852
50,3,17,6234,110.12164306640625,97.24895733076676,35852
50,3,18,6717,110.1117935180664,97.23462855441417,35852
50,3,19,6553,112.19336700439453,99.6680909507096,35852
50,3,20,6498,112.21331024169922,97.14527546937519,35852
50,3,21,6331,112.219970703125,98.47377981361555,35852
50,3,22,6348,112.19436264038086,96.97936357908003,35852
50,3,23,6475,112.1868667602539,98.45559845559846,35852
50,3,24,6523,112.19474411010742,95.09619806837345,35852
50,3,25,6279,112.20238876342773,99.04045230132186,35852
50,3,26,6520,112.23698425292969,95.37960122699386,35852
50,3,27,6372,112.23050308227539,98.08537350910233,35852
50,3,28,6825,112.2441291809082,96.6117216117216,35852
50,3,29,6743,114.04719543457031,98.71348064659648,35852
50,3,30,6662,114.07497024536133,97.09921945361754,35852
